Марка;Модель;Годы;Экран;Магнитола;Цена магнитолы;Рамка;Артикул рамки;Цена рамки;Проводка;Цена проводки;Итого;Статус;Вариантов рамок;Вариантов проводки;Рамок с фото
Honda;Stream;2006–2014;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Honda Stream 2006 - 2014 10 дюймов;HO 123T;2174;Переходник Андроид магнитолы для Suzuki,Honda;650;19924;ок;1;6;0
Honda;Vezel;2013–2020;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Honda Vezel 2013 - 2021 для 12,3 дюйма магнитолы;138B;2268;Переходник Андроид магнитолы для Honda 2008+;600;29268;ок;1;7;0
Honda;Vezel;2013–2021;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Honda Vezel 2013 - 2021 9 дюймов;HO 114N;474;Переходник Андроид магнитолы для Honda 2008+;600;18074;ок;1;7;0
Honda;Vezel;2013–2021;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Honda Vezel 2013 - 2021 10 дюймов (левый руль);TK112;802;Переходник Андроид магнитолы для Honda 2008+;600;18502;ок;2;7;0
Honda;Vezel;2021–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Honda Vezel 2021+ 9 дюймов;HO 205N;828;Переходник Андроид магнитолы для Honda 2008+;600;18428;ок;1;7;0
Honda;Vezel;2021–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Honda Vezel 2021+, XR-V 2022+ 10 дюймов;HO 219T;1477;Переходник Андроид магнитолы для Honda 2008+;600;19177;ок;2;7;0
Honda;Vezel;2021–2026;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка для Honda Vezel 2021+ для 12,3 дюйма магнитолы;182B;2811;Переходник Андроид магнитолы для Honda 2008+;600;29811;ок;1;7;0
Honda;WR-V;2024–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Honda WR-V 2024+ 10 дюймов;HO 258T;2204;Переходник Андроид магнитолы для Honda 2008+;600;19904;ок;1;4;0
Honda;ZR-V;2022–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Honda ZR-V 2022+ 10 дюймов;HO 247T;2394;Переходник Андроид магнитолы для Honda 2008+;600;20094;ок;2;4;0
Honda;ZR-V;2022–2026;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Honda ZR-V 2022+ для 12,3 дюйма магнитолы;TK3133;2137;Переходник Андроид магнитолы для Honda 2008+;600;29137;ок;1;4;0
Hummer;H2;2002–2007;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hummer H2 2002 - 2007 9 дюймов;HU 004N;5358;Переходник Андроид магнитолы для Hummer H2 2002-2007, H3 2005-2013;527;22885;ок;1;3;0
Hummer;H2;2006–2010;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Chevrolet Silverado, Tahoe 2007 - 2014 10 дюймов;CH 062T;1019;Переходник Андроид магнитолы для Hummer H2 2002-2007, H3 2005-2013;527;18646;ок;1;3;0
Hummer;H3;2005–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hummer H3 2005 - 2010 9 дюймов;HU 003N;1470;Переходник Андроид магнитолы для Hummer H2 2002-2007, H3 2005-2013;527;18997;ок;1;4;0
Hummer;H3;2005–2010;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Hummer H3 2005 - 2010 для 12,3 дюйма магнитолы;K131+002+V5+AL19+10I;18017;Переходник Андроид магнитолы для Hummer H2 2002-2007, H3 2005-2013;527;44944;ок;1;4;0
Hyundai;Accent;1999–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Accent 1999 - 2012 9 дюймов;HY 210N;1236;Переходник Андроид магнитолы для Hyundai,KIA 1995-2010;530;18766;ок;1;6;0
Hyundai;Accent;2009–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Accent 2009 - 2012 9 дюймов;HY 132N;1068;Переходник Андроид магнитолы для Hyundai,KIA 2009+;650;18718;ок;1;6;0
Hyundai;Avante;2006–2011;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2006 - 2011 9 дюймов;HY 126N;1161;Переходник Андроид магнитолы для ISO Hyundai,KIA;400;18561;ок;1;8;0
Hyundai;Avante;2006–2011;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Hyundai Elantra, Avante 2006 - 2011 для 12,3 дюйма магнитолы;K278+K328;6377;Переходник Андроид магнитолы для ISO Hyundai,KIA;400;33177;ок;1;8;0
Hyundai;Avante;2010–2013;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2010 - 2013 9 дюймов;TK517;1046;Переходник Андроид магнитолы для Hyundai,KIA 2009+;650;18696;ок;1;8;0
Hyundai;Avante;2010–2013;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Hyundai Elantra, Avante 2010 - 2013 для 12,3 дюйма магнитолы;K335+10I 11;5577;Переходник Андроид магнитолы для Hyundai,KIA 2009+;650;32627;ок;1;8;0
Hyundai;Avante;2013–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2013 - 2016 9 дюймов;TK518;1118;Переходник Андроид магнитолы для Hyundai,KIA 2009+;650;18768;ок;1;8;0
Hyundai;Avante;2015–2018;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2015 - 2018 9 дюймов;HY 134N;1056;Переходник Андроид магнитолы для Hyundai, Kia 2010+ (16 pin CAM);2120;20176;ок;1;8;0
Hyundai;Avante;2018–2020;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2018 - 2020 9 дюймов;HY 121N;990;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;18770;ок;1;8;0
Hyundai;Avante;2020–2025;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Hyundai Elantra, Avante 2020+ для 12,3 дюйма магнитолы;K303+10I 11;4440;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;31620;ок;1;8;0
Hyundai;Avante;2020–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2020+ 9 дюймов;HY 238N;2298;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;20078;ок;1;8;0
Hyundai;Creta;2015–2021;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Hyundai Creta, ix25 2015 - 2021 10 дюймов;TK028;1418;Переходник Андроид магнитолы для Hyundai, Kia 2010+ (AMP);4008;22526;ок;1;9;0
Hyundai;Creta;2021–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Hyundai Creta, ix25 2021+ 10 дюймов;HY 247T;1522;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;19402;ок;1;9;0
Hyundai;Elantra;2006–2011;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2006 - 2011 9 дюймов;HY 126N;1161;Переходник Андроид магнитолы для ISO Hyundai,KIA;400;18561;ок;1;8;0
Hyundai;Elantra;2006–2011;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Hyundai Elantra, Avante 2006 - 2011 для 12,3 дюйма магнитолы;K278+K328;6377;Переходник Андроид магнитолы для ISO Hyundai,KIA;400;33177;ок;1;8;0
Hyundai;Elantra;2010–2013;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2010 - 2013 9 дюймов;TK517;1046;Переходник Андроид магнитолы для Hyundai,KIA 2009+;650;18696;ок;1;8;0
Hyundai;Elantra;2010–2013;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Hyundai Elantra, Avante 2010 - 2013 для 12,3 дюйма магнитолы;K335+10I 11;5577;Переходник Андроид магнитолы для Hyundai,KIA 2009+;650;32627;ок;1;8;0
Hyundai;Elantra;2013–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2013 - 2016 9 дюймов;TK518;1118;Переходник Андроид магнитолы для Hyundai,KIA 2009+;650;18768;ок;1;8;0
Hyundai;Elantra;2015–2018;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2015 - 2018 9 дюймов;HY 134N;1056;Переходник Андроид магнитолы для Hyundai, Kia 2010+ (16 pin CAM);2120;20176;ок;1;8;0
Hyundai;Elantra;2018–2020;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2018 - 2020 9 дюймов;HY 121N;990;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;18770;ок;1;8;0
Hyundai;Elantra;2020–2025;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Hyundai Elantra, Avante 2020+ для 12,3 дюйма магнитолы;K303+10I 11;4440;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;31620;ок;1;8;0
Hyundai;Elantra;2020–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Elantra, Avante 2020+ 9 дюймов;HY 238N;2298;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;20078;ок;1;8;0
Hyundai;Genesis;2014–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Genesis 2014 - 2017 9 дюймов;HY 301N;5740;Переходник Андроид магнитолы для Hyundai Genesis 2014-2017, Kia K7 2016-2019 (Тип2);1806;24546;ок;1;8;0
Hyundai;Getz;2002–2011;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Getz 2002 - 2011 9 дюймов (левый руль) Серая;HY 239N;1414;Переходник Андроид магнитолы для ISO Hyundai,KIA;400;18814;ок;1;6;0
Hyundai;H1;2007–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Starex, H1 2007 - 2015 9 дюймов;TK632;614;Переходник Андроид магнитолы для Hyundai,KIA 2009+;650;18264;ок;3;6;0
Hyundai;H1;2007–2015;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Hyundai Starex, H1 2007 - 2015 для 12,3 дюйма магнитолы черная;K64 PA1/PA3;11339;Переходник Андроид магнитолы для Hyundai,KIA 2009+;650;38389;ок;2;6;0
Hyundai;H1;2016–2018;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Starex, H1 2016 - 2018 9 дюймов;HY 147N;2663;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;20443;ок;1;6;0
Hyundai;H1;2019–2025;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Starex, H1 2019+ 9 дюймов;HY 204N;1572;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;19352;ок;1;6;0
Hyundai;IX25;2015–2021;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Hyundai Creta, ix25 2015 - 2021 10 дюймов;TK028;1418;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;19298;ок;1;7;0
Hyundai;IX25;2021–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Hyundai Creta, ix25 2021+ 10 дюймов;HY 247T;1522;Переходник Андроид магнитолы для Hyundai,KIA 2017+;780;19402;ок;1;7;0
Hyundai;Matrix;2001–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Hyundai Matrix 2001 - 2010 9 дюймов;HY 160N;1940;Переходник Андроид магнитолы для ISO Hyundai,KIA;400;19340;ок;1;6;0
